TXNAME	TXSYMBOL
FBtr0302308	CG15803-RB
FBtr0345256	CG15803-RC
FBtr0083589	PKD-RA
FBtr0083590	PKD-RB
FBtr0083591	PKD-RC
FBtr0083592	PKD-RD
FBtr0290023	PKD-RE
FBtr0330312	PKD-RF
FBtr0330313	PKD-RG
FBtr0337036	PKD-RH
FBtr0337037	PKD-RI
FBtr0479903	CG7126-RB
FBtr0083594	Polr1E-RA
FBtr0083595	l(3)05822-RA
FBtr0083596	l(3)05822-RB
FBtr0334313	l(3)05822-RC
FBtr0334314	l(3)05822-RD
FBtr0083597	CG7131-RA
FBtr0083599	CG14312-RA
FBtr0083600	CG7142-RA
FBtr0083601	Vps39-RA
FBtr0083605	CG12320-RA
FBtr0347215	CG12320-RB
FBtr0083606	CG7156-RA
FBtr0083608	CG7168-RA
FBtr0083609	mTerf5-RA
FBtr0083610	CG7183-RA
FBtr0336471	CG7183-RB
FBtr0083611	Ssdp-RA
FBtr0083612	Ssdp-RB
FBtr0083613	Ssdp-RC
FBtr0330051	Ssdp-RD
FBtr0083615	CG14313-RA
FBtr0083616	CG12321-RA
FBtr0083623	CG7218-RA
FBtr0344646	CG7218-RB
FBtr0083624	cona-RA
FBtr0083630	CG7685-RA
FBtr0333830	CG7685-RB
FBtr0083631	CG7691-RA
FBtr0083632	CG7694-RA
FBtr0290211	CG7694-RB
FBtr0344291	CG7694-RC
FBtr0083634	CG14305-RA
FBtr0083636	CG14305-RC
FBtr0305956	CG14305-RD
FBtr0083637	fray-RA
FBtr0083638	fray-RB
FBtr0290107	fray-RC
FBtr0290209	fray-RE
FBtr0290210	fray-RF
FBtr0344290	fray-RG
FBtr0347418	fray-RI
FBtr0479756	fray-RJ
FBtr0083639	CG14304-RA
FBtr0114497	CG14304-RB
FBtr0305957	CG14304-RC
FBtr0083648	fru-RI
FBtr0083649	fru-RJ
FBtr0083650	fru-RK
FBtr0083651	fru-RL
FBtr0083652	fru-RM
FBtr0083640	fru-RH
FBtr0083641	fru-RB
FBtr0083642	fru-RC
FBtr0083643	fru-RE
FBtr0083644	fru-RF
FBtr0083645	fru-RG
FBtr0083646	fru-RA
FBtr0083647	fru-RD
FBtr0301284	fru-RN
FBtr0330040	fru-RO
FBtr0301432	CG31122-RB
FBtr0333831	CG31122-RC
FBtr0474142	CG31122-RD
FBtr0083654	CG10864-RA
FBtr0083655	Wdr37-RA
FBtr0083656	Vha100-2-RB
FBtr0083657	Vha100-2-RA
FBtr0083658	Vha100-4-RA
FBtr0083661	Gos28-RA
FBtr0083662	CG31231-RA
FBtr0083663	CG31229-RA
FBtr0083664	CG7702-RA
FBtr0083665	CG7702-RB
FBtr0083666	CG31230-RA
FBtr0083667	CG7706-RA
FBtr0083668	ChT-RA
FBtr0083669	ChT-RB
FBtr0083675	CG31226-RA
FBtr0083676	CG31226-RB
FBtr0083677	Octalpha2R-RA
FBtr0332809	Octalpha2R-RC
FBtr0330029	Octalpha2R-RB
FBtr0083678	CG7720-RB
FBtr0083679	CG7720-RA
FBtr0301199	CG7720-RC
FBtr0301200	CG7720-RD
FBtr0301201	CG7720-RE
FBtr0339167	CG7720-RF
FBtr0083682	PGS1-RA
FBtr0083684	Mekk1-RB
FBtr0331353	Mekk1-RD
FBtr0083685	CG7715-RA
FBtr0083686	CG7714-RA
FBtr0083687	Muc91C-RA
FBtr0345269	Muc91C-RB
FBtr0290199	CG14301-RB
FBtr0083693	tRNA:Pro-TGG-1-5-RA
FBtr0083694	CG7695-RA
FBtr0083695	CG14298-RA
FBtr0334521	CG14298-RB
FBtr0083696	CG14297-RA
FBtr0083697	Rh2-RA
FBtr0083698	EndoA-RA
FBtr0083699	EndoA-RB
FBtr0334522	EndoA-RC
FBtr0083707	dnk-RA
FBtr0321263	dnk-RB
FBtr0083710	CG14286-RA
FBtr0083711	CG14285-RA
FBtr0083712	NP15.6-RA
FBtr0083713	P5cr-RA
FBtr0083714	CG6013-RA
FBtr0273301	CG6026-RB
FBtr0083716	cdi-RA
FBtr0305321	cdi-RB
FBtr0083717	Prp18-RA
FBtr0083719	CG6005-RA
FBtr0343992	CG6005-RB
FBtr0083721	Smu1-RA
FBtr0304689	Smu1-RB
FBtr0304690	Smu1-RC
FBtr0083722	euc-RA
FBtr0304691	euc-RB
FBtr0083723	Mpc1-RB
FBtr0334525	Mpc1-RC
FBtr0083724	Sgsh-RA
FBtr0083725	CG14292-RA
FBtr0083726	CG14294-RA
FBtr0083727	ATPsynD-RB
FBtr0083728	ATPsynD-RA
FBtr0346155	ATPsynD-RC
FBtr0083729	CG6040-RA
FBtr0083730	Cyp12a5-RA
FBtr0083731	Cyp12a4-RA
FBtr0083732	nos-RA
FBtr0335019	nos-RB
FBtr0083733	sqz-RA
FBtr0083734	CG14282-RA
FBtr0083735	myd-RA
FBtr0332539	myd-RB
FBtr0083736	cry-RA
FBtr0083737	Polr2M-RA
FBtr0083738	CG14280-RA
FBtr0346143	CG14280-RB
FBtr0083739	Dl-RA
FBtr0083740	Dl-RB
FBtr0304658	Dl-RC
FBtr0083741	CG5217-RA
FBtr0301692	unc79-RB
FBtr0301693	unc79-RC
FBtr0301694	unc79-RD
FBtr0344552	unc79-RE
FBtr0344553	unc79-RF
FBtr0083743	CG5250-RA
FBtr0083744	CG11703-RA
FBtr0083746	CG5555-RA
FBtr0332165	CG5555-RB
FBtr0083754	mRpL55-RA
FBtr0083755	CG3734-RA
FBtr0339152	CG3734-RB
FBtr0083756	CG18493-RA
FBtr0339153	CG3739-RB
FBtr0083758	CG5316-RC
FBtr0083759	CG5316-RA
FBtr0083760	CG5316-RB
FBtr0445726	CG5316-RE
FBtr0113247	CG11626-RB
FBtr0479737	CG11626-RC
FBtr0083768	CG15025-RA
FBtr0083769	Scsalpha2-RA
FBtr0083770	CG3517-RA
FBtr0083772	CG31244-RA
FBtr0083773	CG31245-RA
FBtr0083774	CG31404-RA
FBtr0083775	CG3581-RA
FBtr0114553	CG7333-RB
FBtr0083777	CG7342-RA
FBtr0304745	CG7342-RB
FBtr0083779	CG17752-RA
FBtr0083780	CG16727-RA
FBtr0083781	Nup58-RA
FBtr0302358	CG31220-RB
FBtr0113400	CG31219-RB
FBtr0083784	ort-RA
FBtr0301213	CG7432-RB
FBtr0083786	Naam-RA
FBtr0335415	Naam-RB
FBtr0083789	CG11391-RA
FBtr0083790	CG11407-RA
FBtr0083791	CG11453-RA
FBtr0083792	tRNA:Val-CAC-2-6-RA
FBtr0083793	tRNA:Ala-AGC-2-11-RA
FBtr0083794	tRNA:Thr-AGT-1-7-RA
FBtr0083797	CG11659-RA
FBtr0083798	CG6300-RA
FBtr0083799	tRNA:Val-CAC-2-5-RA
FBtr0083801	CG6184-RA
FBtr0345270	CG6184-RE
FBtr0345271	CG6184-RF
FBtr0083803	CG6195-RA
FBtr0083805	subdued-RA
FBtr0083806	subdued-RB
FBtr0302492	subdued-RD
FBtr0334921	subdued-RE
FBtr0334922	subdued-RF
FBtr0083807	CG6231-RC
FBtr0083808	CG6231-RD
FBtr0083809	CG6231-RB
FBtr0083810	CG6231-RA
FBtr0334923	CG6231-RE
FBtr0334924	CG6231-RF
FBtr0083812	CG31459-RA
FBtr0083814	MICU3-RB
FBtr0083813	MICU3-RA
FBtr0335008	MICU3-RD
FBtr0335009	MICU3-RE
FBtr0335010	MICU3-RF
FBtr0301116	MICU3-RC
FBtr0083815	CG11447-RA
FBtr0083816	CG4686-RA
FBtr0334307	CG4686-RB
FBtr0083817	Arc42-RA
FBtr0083819	Ask1-RB
FBtr0300256	Ask1-RC
FBtr0301117	CG4733-RB
FBtr0344260	CG4733-RE
FBtr0308828	CG4733-RC
FBtr0308829	CG4733-RD
FBtr0083821	RhoGAP92B-RA
FBtr0344351	RhoGAP92B-RB
FBtr0344352	RhoGAP92B-RC
FBtr0344353	RhoGAP92B-RD
FBtr0344354	RhoGAP92B-RE
FBtr0083822	CG4770-RA
FBtr0083823	CG4783-RA
FBtr0344285	CG4783-RB
FBtr0335241	CG31213-RB
FBtr0335242	CG31213-RC
FBtr0083825	MED25-RA
FBtr0083830	CG4854-RA
FBtr0083831	CG4936-RA
FBtr0083835	mdlc-RA
FBtr0083836	CG4390-RB
FBtr0083837	CG4390-RA
FBtr0083838	CG17193-RA
FBtr0300810	CG17193-RB
FBtr0344607	CG17193-RC
FBtr0083839	Regnase-1-RA
FBtr0083840	trem-RA
FBtr0083841	CG4424-RA
FBtr0083843	PIG-L-RB
FBtr0307345	PIG-L-RC
FBtr0344139	PIG-L-RD
FBtr0307346	CG17190-RB
FBtr0083846	Hs6st-RA
FBtr0335240	Hs6st-RB
FBtr0083847	mira-RA
FBtr0083848	mira-RB
FBtr0335243	mira-RC
FBtr0083849	CG4459-RA
FBtr0083850	CG4462-RA
FBtr0083851	CG4465-RA
FBtr0083852	Xport-A-RA
FBtr0083854	Surf6-RA
FBtr0083855	ClpX-RA
FBtr0344261	ClpX-RC
FBtr0344262	ClpX-RD
FBtr0083857	ninaE-RA
FBtr0083858	CG17186-RA
FBtr0083859	CG4562-RA
FBtr0113250	CG4562-RB
FBtr0330034	CG4562-RC
FBtr0330035	CG4562-RD
FBtr0330036	CG4562-RE
FBtr0083860	CG4572-RA
FBtr0083861	CG4572-RB
FBtr0302327	CG4572-RD
FBtr0083864	CG10887-RA
FBtr0083865	Gr92a-RA
FBtr0083866	CG5023-RA
FBtr0083874	CG17199-RA
FBtr0083875	CG31206-RA
FBtr0334557	CG31206-RB
FBtr0083876	Rh3-RA
FBtr0479648	Sirt2-RC
FBtr0479649	Sirt2-RD
FBtr0336963	Ir92a-RC
FBtr0083884	MtnC-RA
FBtr0083885	eIF3g2-RA
FBtr0083887	Or92a-RA
FBtr0083888	MFS9-RB
FBtr0083889	MFS9-RA
FBtr0083890	MtnB-RA
FBtr0346152	MtnB-RB
FBtr0346153	MtnB-RC
FBtr0334587	Dic2-RC
FBtr0083894	CG4335-RA
FBtr0083899	CG4360-RA
FBtr0113252	CG4360-RB
FBtr0083900	CG4362-RA
FBtr0473615	CG4367-RC
FBtr0473616	CG4367-RD
FBtr0308064	MtnD-RB
FBtr0273268	CG5180-RB
FBtr0340547	CG5180-RC
FBtr0083904	CG5191-RA
FBtr0083905	CG5191-RB
FBtr0083906	CG5191-RD
FBtr0083907	CG5191-RE
FBtr0083908	CG5191-RC
FBtr0345213	CG5191-RF
FBtr0083909	CG5412-RA
FBtr0273271	Srp14-RB
FBtr0083911	Srp72-RA
FBtr0083912	bon-RA
FBtr0300617	bon-RB
FBtr0330043	bon-RC
FBtr0334637	bon-RD
FBtr0334638	bon-RE
FBtr0334639	bon-RF
FBtr0083913	CG5466-RA
FBtr0083914	H-RA
FBtr0083915	H-RB
FBtr0083916	H-RD
FBtr0083917	H-RC
FBtr0112788	Lrrk-RB
FBtr0334640	Lrrk-RC
FBtr0334641	Lrrk-RD
FBtr0083919	Cpr92F-RA
FBtr0300451	CG31205-RB
FBtr0346092	CG31205-RC
FBtr0083921	Cdk2-RA
FBtr0083922	Cdk2-RB
FBtr0300447	Cdk2-RC
FBtr0083929	CG31200-RA
FBtr0083930	CG31199-RA
FBtr0344115	CG17267-RC
FBtr0083933	Oamb-RB
FBtr0083934	Oamb-RC
FBtr0110936	Oamb-RD
FBtr0346759	Oamb-RG
FBtr0330712	Oamb-RE
FBtr0330713	Oamb-RF
FBtr0083935	CG4000-RA
FBtr0083936	Nep4-RB
FBtr0083937	Nep4-RA
FBtr0334642	Nep4-RC
FBtr0083938	GluRIID-RA
FBtr0110837	GluRIIE-RB
FBtr0083940	Pi3K92E-RA
FBtr0083941	Pi3K92E-RB
FBtr0334643	Pi3K92E-RC
FBtr0113254	CG15923-RB
FBtr0330028	CG15923-RC
FBtr0083943	tRNA:Leu-TAA-1-1-RA
FBtr0083944	Pus1-RA
FBtr0302323	Pus1-RB
FBtr0083945	Septin2-RA
FBtr0334579	Septin2-RB
FBtr0300803	CG16953-RB
FBtr0083947	EloB-RA
FBtr0083948	TFAM-RA
FBtr0083949	TFAM-RB
FBtr0083950	CG10877-RA
FBtr0083951	CG15922-RA
FBtr0334580	CG15922-RB
FBtr0083958	Syp-RA
FBtr0083959	Syp-RB
FBtr0083960	Syp-RC
FBtr0083961	Syp-RF
FBtr0083962	Syp-RD
FBtr0083963	Syp-RE
FBtr0113256	Syp-RH
FBtr0334711	Syp-RI
FBtr0334712	Syp-RJ
FBtr0334713	Syp-RK
FBtr0334714	Syp-RL
FBtr0334715	Syp-RM
FBtr0334716	Syp-RN
FBtr0334717	Syp-RO
FBtr0334718	Syp-RP
FBtr0334719	Syp-RQ
FBtr0334720	Syp-RR
FBtr0473514	Syp-RS
FBtr0473515	Syp-RT
FBtr0473516	Syp-RV
FBtr0083964	RpS20-RA
FBtr0475019	CG31223-RB
FBtr0083966	Synd-RB
FBtr0334724	Synd-RC
FBtr0334725	Synd-RD
FBtr0083967	CG15695-RA
FBtr0083968	CG15696-RA
FBtr0083969	RpS30-RA
FBtr0083970	RpS30-RB
FBtr0346148	RpS30-RC
FBtr0083971	TotA-RA
FBtr0083972	TotC-RA
FBtr0083973	TotB-RA
FBtr0083974	TotZ-RA
FBtr0083975	tRNA:Thr-CGT-1-1-RA
FBtr0083976	tRNA:Thr-CGT-1-2-RA
FBtr0083977	tRNA:Thr-CGT-1-3-RA
FBtr0083978	Grik-RA
FBtr0335015	Grik-RC
FBtr0335016	Grik-RD
FBtr0083979	hdly-RA
FBtr0113257	hdly-RB
FBtr0334919	hdly-RC
FBtr0083984	CG31191-RA
FBtr0344322	CG31191-RD
FBtr0083985	TotX-RA
FBtr0083986	Ktl-RA
FBtr0347575	Ktl-RB
FBtr0083987	KaiR1D-RA
FBtr0083991	AdSS-RA
FBtr0083992	CG17272-RA
FBtr0083993	CG17271-RA
FBtr0110823	CG17271-RB
FBtr0083994	CG17270-RA
FBtr0334723	CG17270-RB
FBtr0083995	Fancd2-RA
FBtr0083996	Takl1-RA
FBtr0302188	CG31195-RB
FBtr0083998	Calx-RA
FBtr0083999	Calx-RB
FBtr0084000	Calx-RC
FBtr0309202	Calx-RD
FBtr0309203	Calx-RE
FBtr0309204	Calx-RF
FBtr0309205	Calx-RG
FBtr0344316	Calx-RH
FBtr0344317	Calx-RI
FBtr0084001	CG5697-RA
FBtr0309206	CG5697-RB
FBtr0309207	CG5697-RC
FBtr0309208	CG5697-RD
FBtr0084002	Rlip-RA
FBtr0336772	Rlip-RB
FBtr0084003	CG12278-RA
FBtr0084007	dmrt93B-RA
FBtr0084008	CG5745-RA
FBtr0084009	rtet-RA
FBtr0084011	Rab11-RB
FBtr0084010	Rab11-RA
FBtr0084012	ppan-RA
FBtr0333929	CG5793-RD
FBtr0333930	CG5793-RE
FBtr0304713	CG5793-RB
FBtr0084015	Ice2-RA
FBtr0113258	Ice2-RC
FBtr0084016	Usp8-RA
FBtr0304714	Usp8-RB
FBtr0084026	CG5810-RA
FBtr0084028	cDIP-RA
FBtr0084029	Trm7-34-RA
FBtr0084030	Obp93a-RA
FBtr0084033	Bdbt-RA
FBtr0084035	CG7044-RA
FBtr0084036	RhoGAP93B-RA
FBtr0084037	HHEX-RA
FBtr0084038	r-l-RA
FBtr0084039	Cortactin-RA
FBtr0306347	Cortactin-RB
FBtr0306348	Cortactin-RC
FBtr0306349	Cortactin-RD
FBtr0473593	CG17279-RD
FBtr0084043	CG7079-RA
FBtr0346111	CG7079-RB
FBtr0084044	CG31207-RA
FBtr0300817	CG31189-RB
FBtr0273236	Dhc93AB-RB
FBtr0336774	Dhc93AB-RC
FBtr0084047	CG17278-RA
FBtr0084048	Alp5-RA
FBtr0084049	CG5862-RA
FBtr0084050	Oga-RA
FBtr0339193	CG5892-RB
FBtr0084053	ETHR-RB
FBtr0084054	ETHR-RA
FBtr0339194	ETHR-RC
FBtr0084055	Idi-RA
FBtr0300616	Idi-RB
FBtr0084056	CG17298-RA
FBtr0084057	lncRNA:Hsromega-RA
FBtr0084058	lncRNA:Hsromega-RB
FBtr0084059	lncRNA:Hsromega-RC
FBtr0309958	lncRNA:Hsromega-RD
FBtr0332373	lncRNA:Hsromega-RF
FBtr0334316	lncRNA:Hsromega-RG
FBtr0346801	lncRNA:Hsromega-RH
FBtr0084066	mod(mdg4)-RG
FBtr0084067	mod(mdg4)-RH
FBtr0084068	mod(mdg4)-RI
FBtr0084069	mod(mdg4)-RJ
FBtr0084070	mod(mdg4)-RK
FBtr0084071	mod(mdg4)-RL
FBtr0084072	mod(mdg4)-RM
FBtr0084073	mod(mdg4)-RN
FBtr0084074	mod(mdg4)-RO
FBtr0084075	mod(mdg4)-RP
FBtr0084077	mod(mdg4)-RR
FBtr0084078	mod(mdg4)-RS
FBtr0084079	mod(mdg4)-RT
FBtr0084080	mod(mdg4)-RU
FBtr0084081	mod(mdg4)-RV
FBtr0084082	mod(mdg4)-RW
FBtr0084083	mod(mdg4)-RX
FBtr0084084	mod(mdg4)-RY
FBtr0084085	mod(mdg4)-RZ
FBtr0084060	mod(mdg4)-RA
FBtr0084061	mod(mdg4)-RB
FBtr0084062	mod(mdg4)-RC
FBtr0084063	mod(mdg4)-RD
FBtr0084064	mod(mdg4)-RE
FBtr0084065	mod(mdg4)-RF
FBtr0114359	mod(mdg4)-RAA
FBtr0114360	mod(mdg4)-RAB
FBtr0114361	mod(mdg4)-RAC
FBtr0307759	mod(mdg4)-RAD
FBtr0307760	mod(mdg4)-RAE
FBtr0343765	mod(mdg4)-RAF
FBtr0084086	tin-RA
FBtr0084087	bap-RA
FBtr0113261	CG7907-RB
FBtr0113262	CG7907-RC
FBtr0084091	lbe-RA
FBtr0084092	lbl-RA
FBtr0300061	lbl-RB
FBtr0332438	lbl-RC
FBtr0084095	aus-RA
FBtr0343805	aus-RB
FBtr0343806	aus-RC
FBtr0343807	aus-RD
FBtr0084100	CG3301-RA
FBtr0084101	CG3301-RB
FBtr0339195	CG3301-RC
FBtr0084102	CG3308-RA
FBtr0084103	AP-2sigma-RA
FBtr0084106	e-RA
FBtr0084107	CG3337-RA
FBtr0347217	CG3337-RB
FBtr0084108	Smyd5-RA
FBtr0084109	Fancm-RA
FBtr0334662	Fancm-RB
FBtr0084111	C15-RA
FBtr0084112	sp3-RA
FBtr0301211	sp3-RD
FBtr0301212	sp3-RE
FBtr0334663	sp3-RF
FBtr0334664	sp3-RG
FBtr0084113	CG15497-RA
FBtr0084114	CG31176-RA
FBtr0084116	Archease-RA
FBtr0084117	E2f1-RB
FBtr0084118	E2f1-RC
FBtr0084119	E2f1-RA
FBtr0334678	E2f1-RD
FBtr0345217	E2f1-RE
FBtr0346157	E2f1-RF
FBtr0084122	CG15498-RA
FBtr0084123	slou-RA
FBtr0330389	slou-RB
FBtr0084125	CG5849-RA
FBtr0301164	CG5849-RB
FBtr0084126	CG31343-RA
FBtr0084127	CG31233-RA
FBtr0346732	CG31233-RB
FBtr0084128	CG31198-RA
FBtr0084131	Burs-RA
FBtr0084132	CG6800-RA
FBtr0084133	Gr93a-RA
FBtr0084137	CG31431-RA
FBtr0308826	CG31431-RB
FBtr0308827	CG31431-RC
FBtr0300075	CG31178-RB
FBtr0084139	CG6656-RA
FBtr0084140	P5CDh2-RA
FBtr0084141	P5CDh2-RB
FBtr0084142	P5CDh2-RC
FBtr0084143	P5CDh2-RD
FBtr0084144	P5CDh2-RE
FBtr0084146	P5CDh2-RG
FBtr0473599	CG31465-RD
FBtr0473600	CG31465-RE
FBtr0473601	CG31465-RF
FBtr0084148	CG6678-RA
FBtr0084149	Qsox3-RA
FBtr0084150	Qsox2-RA
FBtr0084151	dnd-RA
FBtr0084152	CG17819-RA
FBtr0084153	fit-RA
FBtr0084154	CG31174-RA
FBtr0334879	CG31174-RB
FBtr0084155	CG6569-RA
FBtr0084156	CG6569-RB
FBtr0113263	CG6569-RC
FBtr0334880	CG6569-RD
FBtr0084157	glec-RA
FBtr0084158	Gr93d-RA
FBtr0084159	Gr93c-RA
FBtr0290236	Gr93b-RB
FBtr0084161	CASK-RB
FBtr0084162	CASK-RA
FBtr0330368	CASK-RH
FBtr0112872	CASK-RD
FBtr0112873	CASK-RE
FBtr0301327	CASK-RF
FBtr0301328	CASK-RG
FBtr0479755	CASK-RI
FBtr0084165	tsl-RB
FBtr0084164	tsl-RA
FBtr0334312	tsl-RC
FBtr0084166	Polr1H-RA
FBtr0084167	GABA-B-R2-RA
FBtr0084168	GABA-B-R2-RB
FBtr0339154	GABA-B-R2-RC
FBtr0084170	Theg-RA
FBtr0084171	mRpL35-RA
FBtr0084172	ND-42-RA
FBtr0084173	ND-42-RB
FBtr0335194	ND-42-RC
FBtr0084176	Fadd-RA
FBtr0084179	CG13408-RA
FBtr0084180	BomBc3-RA
FBtr0347257	BomBc3-RC
FBtr0335196	BomBc3-RB
FBtr0084181	CG13407-RA
FBtr0084182	BomT3-RA
FBtr0335197	BomT3-RC
FBtr0084183	CG6015-RA
FBtr0084184	CG13409-RA
FBtr0084185	Cchl-RA
FBtr0335198	Cchl-RB
FBtr0084186	CG6028-RA
FBtr0290271	Mitofilin-RC
FBtr0335199	Mitofilin-RD
FBtr0335200	Mitofilin-RE
FBtr0084190	Idh3b-RA
FBtr0300788	Idh3b-RB
FBtr0084193	Ir94a-RA
FBtr0084197	SKIP-RB
FBtr0310203	SKIP-RH
FBtr0330381	SKIP-RI
FBtr0301028	SKIP-RE
FBtr0336712	SKIP-RJ
FBtr0305036	SKIP-RF
FBtr0305037	SKIP-RG
FBtr0310204	Gld2-RC
FBtr0305038	Gld2-RB
FBtr0084201	CG7084-RB
FBtr0301190	CG7084-RC
FBtr0344797	CG7084-RF
FBtr0321268	CG7084-RE
FBtr0084203	CG7080-RA
FBtr0084204	CG13862-RA
FBtr0084205	rdhB-RA
FBtr0310473	rdhB-RB
FBtr0084206	Sar1-RA
FBtr0084208	Sar1-RD
FBtr0084209	Sar1-RC
FBtr0084210	Sar1-RE
FBtr0084211	CG7071-RA
FBtr0084212	CG7071-RB
FBtr0344525	CG7071-RC
FBtr0084215	CG7069-RA
FBtr0084216	CG18596-RA
FBtr0084219	CG7059-RA
FBtr0084220	CG7059-RC
FBtr0084221	CG7059-RD
FBtr0084222	tRNA:Ser-GCT-2-3-RA
FBtr0084223	tRNA:Ser-GCT-2-5-RA
FBtr0084224	CG13856-RA
FBtr0084225	CG13855-RA
FBtr0084229	mats-RA
FBtr0337044	mats-RB
FBtr0345205	mats-RC
FBtr0084230	Nop56-RA
FBtr0084231	CG13850-RA
FBtr0337046	CG13850-RB
FBtr0084232	tRNA:Ser-GCT-1-1-RA
FBtr0084233	tRNA:Ser-GCT-2-4-RA
FBtr0084234	CG13857-RA
FBtr0084235	CAH8-RA
FBtr0337047	CAH8-RB
FBtr0084236	Polr3F-RA
FBtr0305320	Polr3F-RB
FBtr0084239	JMJD6-RA
FBtr0330378	JMJD6-RB
FBtr0084240	CG5386-RA
FBtr0084241	CG5388-RA
FBtr0344227	CG5388-RB
FBtr0084242	CG5391-RA
FBtr0336965	Ir94c-RB
FBtr0336966	Ir94b-RB
FBtr0084254	CG7054-RA
FBtr0084255	Pebp1-RA
FBtr0084256	Nrx-1-RA
FBtr0301485	Nrx-1-RB
FBtr0334607	Nrx-1-RC
FBtr0334608	Nrx-1-RD
FBtr0334609	Nrx-1-RE
FBtr0334610	Nrx-1-RF
FBtr0334611	Nrx-1-RG
FBtr0334612	Nrx-1-RH
FBtr0345228	Nrx-1-RI
FBtr0084257	Pfdn5-RA
FBtr0301486	Pfdn5-RB
FBtr0084258	tHMG1-RA
FBtr0084259	tHMG2-RA
FBtr0301483	tHMG2-RB
FBtr0084264	CG33110-RA
FBtr0084265	CSN6-RA
FBtr0084266	CG6937-RA
FBtr0113395	Efa6-RC
FBtr0113396	Efa6-RD
FBtr0302187	Efa6-RG
FBtr0334559	Efa6-RH
FBtr0334560	Efa6-RI
FBtr0084269	CG13843-RA
FBtr0084270	mRRF2-RA
FBtr0344226	mRRF2-RB
FBtr0304668	CG31161-RB
FBtr0084273	loco-RD
FBtr0084275	loco-RB
FBtr0084276	loco-RC
FBtr0309249	loco-RH
FBtr0304669	loco-RF
FBtr0084277	CG31156-RA
FBtr0084278	btn-RA
FBtr0084279	CG33107-RA
FBtr0084280	Dph5-RA
FBtr0084281	sit-RA
FBtr0084283	AdipoR-RC
FBtr0084284	AdipoR-RB
FBtr0084282	AdipoR-RA
FBtr0308848	AdipoR-RD
FBtr0334561	AdipoR-RE
FBtr0084285	CG5326-RA
FBtr0084288	CG33099-RA
FBtr0084289	CG5346-RA
FBtr0084290	CCT1-RB
FBtr0084291	CCT1-RA
FBtr0084292	CG5376-RA
FBtr0084293	CG5377-RA
FBtr0084294	Rpn7-RA
FBtr0084295	CG12499-RA
FBtr0301711	CG13847-RB
FBtr0337045	CG13847-RC
FBtr0084297	pinta-RA
FBtr0346142	pinta-RB
FBtr0084301	CG17625-RA
FBtr0084302	Nup133-RA
FBtr0084304	Cyp6d4-RA
FBtr0084305	CG6972-RA
FBtr0347565	CG6972-RB
FBtr0084308	CG6985-RA
FBtr0084309	HP1c-RA
FBtr0084311	Usp12-46-RB
FBtr0084312	CG7029-RA
FBtr0113270	CG7029-RC
FBtr0113271	CG7029-RD
FBtr0310037	CG7029-RF
FBtr0310038	CG7029-RG
FBtr0344297	CG7029-RI
FBtr0084313	CG7031-RA
FBtr0339137	CG7031-RB
FBtr0345272	CG7031-RC
FBtr0084314	CG4704-RA
FBtr0339138	CG4704-RB
FBtr0339139	CG13840-RC
FBtr0084316	CG13841-RA
FBtr0346733	CG13841-RB
FBtr0084317	Nepl15-RA
FBtr0084318	Nepl14-RA
FBtr0084319	Nepl13-RA
FBtr0084321	CG31139-RA
FBtr0339522	CG31139-RC
FBtr0084324	Dcr-1-RA
FBtr0302204	Takl2-RB
FBtr0084326	CG4813-RA
FBtr0084327	Irp-1A-RA
FBtr0110835	wge-RC
FBtr0310425	wge-RD
FBtr0310426	wge-RE
FBtr0310427	wge-RF
FBtr0084330	CG4907-RA
FBtr0345302	CG13842-RB
FBtr0084333	CCAP-RA
FBtr0335007	CCAP-RB
FBtr0084334	wfs1-RA
FBtr0302856	wfs1-RC
FBtr0084336	Gclm-RA
FBtr0334605	Gclm-RB
FBtr0084337	klg-RA
FBtr0084338	CG6660-RA
FBtr0084339	Tpl94D-RA
FBtr0310110	Tpl94D-RB
FBtr0084340	Gbp3-RA
FBtr0339164	Gbp3-RB
FBtr0084341	Or94a-RA
FBtr0084342	Or94b-RA
FBtr0084343	CG6688-RA
FBtr0084344	CG13838-RA
FBtr0084345	CG13837-RA
FBtr0084346	Gr94a-RA
FBtr0084347	Ublcp1-RA
FBtr0084348	CG6726-RB
FBtr0084349	CG6726-RA
FBtr0344300	CG6726-RC
FBtr0084350	CG17110-RA
FBtr0344301	CG17110-RC
FBtr0337026	CG17110-RB
FBtr0084351	CG17109-RA
FBtr0337027	CG17109-RB
FBtr0084352	CG6733-RA
FBtr0084353	CG6738-RA
FBtr0302022	Cow-RC
FBtr0302023	Cow-RD
FBtr0337028	Cow-RE
FBtr0303508	CG17111-RB
FBtr0084356	sav-RA
FBtr0303509	sav-RB
FBtr0084357	CG17119-RA
FBtr0344299	CG17119-RC
FBtr0084359	p53-RA
FBtr0084360	p53-RB
FBtr0301765	p53-RC
FBtr0345262	p53-RE
FBtr0084361	CG17121-RA
FBtr0084362	CG13833-RA
FBtr0084364	lmd-RB
FBtr0337069	lmd-RC
FBtr0084368	CenB1A-RA
FBtr0084369	CenB1A-RB
FBtr0084374	EloA-RA
FBtr0084375	EloA-RB
FBtr0084376	Pex11c-RA
FBtr0307596	Pex11c-RB
FBtr0084377	Cdc16-RA
FBtr0084378	CG6763-RA
FBtr0334497	CG6763-RB
